loss,L,RL,C,RC,Rdson,Rloads,Vin,VF
153.77072143554688,0.0007286363397724926,0.3301038146018982,0.0001644844887778163,0.20079605281352997,0.20508703589439392,"[3.1001482009887695, 10.194969177246094, 6.098601341247559]",48.11131286621094,1.0539169311523438
121.42115020751953,0.0007272104849107563,0.318647563457489,0.00016451149713248014,0.20079319179058075,0.21727629005908966,"[3.100001573562622, 10.196420669555664, 6.098701000213623]",48.07257080078125,1.0535677671432495
118.39321899414062,0.0007265934837050736,0.3144931197166443,0.00016451939882244915,0.20079168677330017,0.2218729555606842,"[3.099957227706909, 10.196863174438477, 6.0987229347229]",48.05643081665039,1.0497170686721802
118.29092407226562,0.0007263371371664107,0.31395193934440613,0.00016452085401397198,0.20079147815704346,0.22232122719287872,"[3.0999512672424316, 10.196914672851562, 6.098727226257324]",48.048377990722656,1.04280686378479
118.21666717529297,0.0007260694983415306,0.3138546645641327,0.0001645215816097334,0.20079144835472107,0.22222118079662323,"[3.099951982498169, 10.196919441223145, 6.098727703094482]",48.03947448730469,1.033491611480713
118.15567016601562,0.000725763151422143,0.31375449895858765,0.00016452242562081665,0.20079143345355988,0.2220933884382248,"[3.099951982498169, 10.196914672851562, 6.098728656768799]",48.029266357421875,1.0227731466293335
118.64341735839844,0.000725461752153933,0.31365957856178284,0.0001645229640416801,0.2007916420698166,0.22196955978870392,"[3.0999600887298584, 10.197137832641602, 6.098735332489014]",48.02136993408203,1.0128661394119263
118.23906707763672,0.0007253045332618058,0.3136036694049835,0.00016452385170850903,0.20079126954078674,0.22190019488334656,"[3.0999433994293213, 10.196773529052734, 6.098724365234375]",48.0129508972168,1.0063782930374146
118.11270141601562,0.0007252134382724762,0.31357601284980774,0.0001645235752221197,0.20079167187213898,0.22186410427093506,"[3.0999715328216553, 10.197023391723633, 6.098736763000488]",48.011783599853516,1.0038293600082397
118.11990356445312,0.000725214253179729,0.313575804233551,0.0001645243464736268,0.20079104602336884,0.22186271846294403,"[3.0999221801757812, 10.196809768676758, 6.098717212677002]",48.01029968261719,1.00332510471344
118.11199188232422,0.0007252055802382529,0.3135725259780884,0.00016452388081233948,0.20079143345355988,0.22186031937599182,"[3.0999526977539062, 10.196916580200195, 6.098730087280273]",48.0107307434082,1.0032793283462524
118.8777847290039,0.0007252462091855705,0.31358766555786133,0.00016452779527753592,0.2007884532213211,0.22187265753746033,"[3.099780559539795, 10.196340560913086, 6.0986127853393555]",48.00802230834961,1.0032354593276978
118.11203002929688,0.0007252058712765574,0.31357279419898987,0.00016452390991616994,0.2007914036512375,0.22186048328876495,"[3.0999526977539062, 10.196908950805664, 6.098728656768799]",48.01068878173828,1.00327467918396
118.11199951171875,0.0007252056384459138,0.31357264518737793,0.00016452390991616994,0.2007913887500763,0.2218603640794754,"[3.0999531745910645, 10.196914672851562, 6.098730564117432]",48.010711669921875,1.0032730102539062
118.11199188232422,0.0007252055802382529,0.3135724365711212,0.0001645238953642547,0.2007914036512375,0.22186025977134705,"[3.09995174407959, 10.196911811828613, 6.098730087280273]",48.010711669921875,1.0032708644866943
297.4824523925781,0.0007250186754390597,0.31356143951416016,0.0001645313313929364,0.20077228546142578,0.22187085449695587,"[3.1000030040740967, 10.197322845458984, 6.097952842712402]",48.01799774169922,1.0032620429992676
293.01715087890625,0.0007250542985275388,0.31356149911880493,0.0001645299926167354,0.20077577233314514,0.2218683958053589,"[3.099989414215088, 10.19727611541748, 6.098097801208496]",48.01649856567383,1.0032637119293213
290.128173828125,0.0007250816561281681,0.3135615885257721,0.0001645289739826694,0.20077833533287048,0.22186681628227234,"[3.099980115890503, 10.197232246398926, 6.098207950592041]",48.015403747558594,1.0032647848129272
288.3813781738281,0.0007251045317389071,0.3135615885257721,0.00016452796990051866,0.2007807493209839,0.22186598181724548,"[3.0999715328216553, 10.197174072265625, 6.098305702209473]",48.014400482177734,1.0032657384872437
288.1402893066406,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032657384872437
288.1402893066406,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032657384872437
288.1402893066406,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032657384872437
288.14031982421875,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032658576965332
288.14031982421875,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032658576965332
288.14031982421875,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032658576965332
288.14031982421875,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032658576965332
288.14031982421875,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032658576965332
288.14031982421875,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032658576965332
288.14031982421875,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032658576965332
288.1403503417969,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032659769058228
288.1403503417969,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032659769058228
288.1403503417969,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032659769058228
288.1403503417969,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032659769058228
288.1403503417969,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032659769058228
288.1403503417969,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032659769058228
288.1403503417969,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032659769058228
288.1404113769531,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032660961151123
288.1404113769531,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032660961151123
288.1404113769531,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032660961151123
288.1404113769531,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032660961151123
288.1404113769531,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032660961151123
288.1404113769531,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032660961151123
288.1404113769531,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032660961151123
288.14044189453125,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032662153244019
288.14044189453125,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032662153244019
288.14044189453125,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032662153244019
288.14044189453125,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032662153244019
288.14044189453125,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032662153244019
288.14044189453125,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032662153244019
288.14044189453125,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032662153244019
288.1404724121094,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032663345336914
288.1404724121094,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032663345336914
288.1404724121094,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032663345336914
288.1404724121094,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032663345336914
288.1404724121094,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032663345336914
288.1404724121094,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032663345336914
288.1404724121094,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032663345336914
288.1404724121094,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032663345336914
288.1405029296875,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.003266453742981
288.1405029296875,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.003266453742981
288.1405029296875,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.003266453742981
288.1405029296875,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.003266453742981
288.1405029296875,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.003266453742981
288.1405029296875,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.003266453742981
288.1405029296875,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.003266453742981
288.1405334472656,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032665729522705
288.1405334472656,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032665729522705
288.1405334472656,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032665729522705
288.1405334472656,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032665729522705
288.1405334472656,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032665729522705
288.1405334472656,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032665729522705
288.1405334472656,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032665729522705
288.14056396484375,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.00326669216156
288.14056396484375,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.00326669216156
288.14056396484375,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.00326669216156
288.14056396484375,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.00326669216156
288.14056396484375,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.00326669216156
288.14056396484375,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.00326669216156
288.14056396484375,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.00326669216156
288.1405944824219,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032668113708496
288.1405944824219,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032668113708496
288.1405944824219,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032668113708496
288.1405944824219,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032668113708496
288.1405944824219,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032668113708496
288.1405944824219,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032668113708496
288.1405944824219,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032668113708496
288.1406555175781,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032669305801392
288.1406555175781,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032669305801392
288.1406555175781,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032669305801392
288.1406555175781,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032669305801392
288.1406555175781,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032669305801392
288.1406555175781,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032669305801392
288.1406555175781,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032669305801392
288.1406555175781,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032670497894287
288.1406555175781,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032670497894287
288.1406555175781,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032670497894287
288.1406555175781,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032670497894287
288.1406555175781,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032670497894287
288.1406555175781,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032670497894287
288.1406555175781,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032670497894287
288.1406555175781,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032670497894287
288.1407165527344,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032671689987183
288.1407165527344,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032671689987183
288.1407165527344,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032671689987183
288.1407165527344,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032671689987183
288.1407165527344,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032671689987183
288.1407165527344,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032671689987183
288.1407165527344,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032671689987183
288.1407470703125,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032672882080078
288.1407470703125,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032672882080078
288.1407470703125,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032672882080078
288.1407470703125,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032672882080078
288.1407470703125,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032672882080078
288.1407470703125,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032672882080078
288.1407470703125,0.0007251056958921254,0.3135615885257721,0.00016452792624477297,0.20078086853027344,0.2218659669160843,"[3.0999715328216553, 10.197172164916992, 6.098310470581055]",48.01434326171875,1.0032672882080078
